"adress","electricity_costs_usd","borough","area_name","postcode","latitude","longitude","building_name","date"
"1855 Stillwell Ave",46760,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-01-01
"1855 Stillwell Ave",38640,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-02-01
"1855 Stillwell Ave",42880,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-03-01
"1855 Stillwell Ave",60120,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-04-01
"1855 Stillwell Ave",52840,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-05-01
"1855 Stillwell Ave",43880,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-06-01
"1855 Stillwell Ave",48680,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-07-01
"1855 Stillwell Ave",42040,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-08-01
"1855 Stillwell Ave",45920,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-09-01
"1855 Stillwell Ave",44680,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-10-01
"1855 Stillwell Ave",46600,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-11-01
"1855 Stillwell Ave",45880,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2011-12-01
"1855 Stillwell Ave",43520,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2012-01-01
"1855 Stillwell Ave",38640,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2012-02-01
"1855 Stillwell Ave",45880,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2012-03-01
"1855 Stillwell Ave",59640,"Brooklyn","Park Slope-Gowanus",11215,40.669629,-73.979287,"The Highlawn School",2012-04-01
"131 Irwin St",28800,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2008-07-01
"131 Irwin St",24320,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2008-08-01
"131 Irwin St",25920,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2008-09-01
"131 Irwin St",28640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2008-10-01
"131 Irwin St",27360,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2008-11-01
"131 Irwin St",24800,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2008-12-01
"131 Irwin St",29920,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-01-01
"131 Irwin St",24480,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-02-01
"131 Irwin St",26240,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-03-01
"131 Irwin St",29120,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-04-01
"131 Irwin St",17120,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-05-01
"131 Irwin St",17600,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-06-01
"131 Irwin St",27360,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-07-01
"131 Irwin St",30080,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-08-01
"131 Irwin St",26560,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-09-01
"131 Irwin St",24320,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-10-01
"131 Irwin St",24960,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-11-01
"131 Irwin St",26400,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2009-12-01
"131 Irwin St",26560,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-01-01
"131 Irwin St",22240,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-02-01
"131 Irwin St",24640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-03-01
"131 Irwin St",28320,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-04-01
"131 Irwin St",17600,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-05-01
"131 Irwin St",18720,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-06-01
"131 Irwin St",23360,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-07-01
"131 Irwin St",27040,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-08-01
"131 Irwin St",23360,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-09-01
"131 Irwin St",24320,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-10-01
"131 Irwin St",24960,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-11-01
"131 Irwin St",26560,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2010-12-01
"131 Irwin St",25120,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-01-01
"131 Irwin St",20640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-02-01
"131 Irwin St",24800,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-03-01
"131 Irwin St",28640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-04-01
"131 Irwin St",18080,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-05-01
"131 Irwin St",16640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-06-01
"131 Irwin St",24640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-07-01
"131 Irwin St",23840,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-08-01
"131 Irwin St",24480,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-09-01
"131 Irwin St",23680,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-10-01
"131 Irwin St",23040,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-11-01
"131 Irwin St",23360,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2011-12-01
"131 Irwin St",24000,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2012-01-01
"131 Irwin St",21600,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2012-02-01
"131 Irwin St",23680,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2012-03-01
"131 Irwin St",28640,"Queens","Hunters Point-Sunnyside-West Maspeth",11101,40.739254,-73.942447,"Manhattan Beach School",2012-04-01
"1400 Benson Ave",35760,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2008-07-01
"1400 Benson Ave",30960,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2008-08-01
"1400 Benson Ave",43920,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2008-09-01
"1400 Benson Ave",52320,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2008-10-01
"1400 Benson Ave",52560,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2008-11-01
"1400 Benson Ave",53040,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2008-12-01
"1400 Benson Ave",52080,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-01-01
"1400 Benson Ave",39120,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-02-01
"1400 Benson Ave",27840,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-03-01
"1400 Benson Ave",54480,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-04-01
"1400 Benson Ave",47520,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-05-01
"1400 Benson Ave",66800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-06-01
"1400 Benson Ave",107200,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-07-01
"1400 Benson Ave",133600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-08-01
"1400 Benson Ave",129600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-09-01
"1400 Benson Ave",182400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-10-01
"1400 Benson Ave",156800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-11-01
"1400 Benson Ave",180000,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2009-12-01
"1400 Benson Ave",128800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-01-01
"1400 Benson Ave",124800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-02-01
"1400 Benson Ave",120800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-03-01
"1400 Benson Ave",150400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-04-01
"1400 Benson Ave",189600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-05-01
"1400 Benson Ave",167200,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-06-01
"1400 Benson Ave",155200,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-07-01
"1400 Benson Ave",141600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-08-01
"1400 Benson Ave",122400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-09-01
"1400 Benson Ave",180000,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-10-01
"1400 Benson Ave",153600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-11-01
"1400 Benson Ave",165600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2010-12-01
"1400 Benson Ave",130400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-01-01
"1400 Benson Ave",115200,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-02-01
"1400 Benson Ave",122400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-03-01
"1400 Benson Ave",170400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-04-01
"1400 Benson Ave",167200,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-05-01
"1400 Benson Ave",152800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-06-01
"1400 Benson Ave",163200,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-07-01
"1400 Benson Ave",136800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-08-01
"1400 Benson Ave",140000,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-09-01
"1400 Benson Ave",130400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-10-01
"1400 Benson Ave",144000,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-11-01
"1400 Benson Ave",144800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2011-12-01
"1400 Benson Ave",129600,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2012-01-01
"1400 Benson Ave",120800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2012-02-01
"1400 Benson Ave",128800,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2012-03-01
"1400 Benson Ave",174400,"Bronx","Norwood",10467,40.870002,-73.878875,"Dyker School",2012-04-01
"976 President St",33200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2008-07-01
"976 President St",32400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2008-08-01
"976 President St",33200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2008-09-01
"976 President St",37600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2008-10-01
"976 President St",37200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2008-11-01
"976 President St",33200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2008-12-01
"976 President St",33200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-01-01
"976 President St",28400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-02-01
"976 President St",29200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-03-01
"976 President St",28800,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-04-01
"976 President St",28000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-05-01
"976 President St",32400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-06-01
"976 President St",30000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-07-01
"976 President St",33200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-08-01
"976 President St",30400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-09-01
"976 President St",34000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-10-01
"976 President St",31600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-11-01
"976 President St",33600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2009-12-01
"976 President St",30000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-01-01
"976 President St",28000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-02-01
"976 President St",28400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-03-01
"976 President St",33600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-04-01
"976 President St",42400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-05-01
"976 President St",37600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-06-01
"976 President St",32000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-07-01
"976 President St",32000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-08-01
"976 President St",30400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-09-01
"976 President St",38000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-10-01
"976 President St",32400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-11-01
"976 President St",34800,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2010-12-01
"976 President St",35600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-01-01
"976 President St",29600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-02-01
"976 President St",28800,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-03-01
"976 President St",40400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-04-01
"976 President St",37600,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-05-01
"976 President St",38000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-06-01
"976 President St",24400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-07-01
"976 President St",30000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-08-01
"976 President St",34400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-09-01
"976 President St",28000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-10-01
"976 President St",30000,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-11-01
"976 President St",32400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2011-12-01
"976 President St",30400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2012-01-01
"976 President St",26400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2012-02-01
"976 President St",27200,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2012-03-01
"976 President St",40400,"Bronx","Spuyten Duyvil-Kingsbridge",10463,40.880263,-73.910466,"Emma Johnston PS 241",2012-04-01
"794 Monroe St",56760,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2008-07-01
"794 Monroe St",50640,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2008-08-01
"794 Monroe St",57000,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2008-09-01
"794 Monroe St",56520,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2008-10-01
"794 Monroe St",56520,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2008-11-01
"794 Monroe St",50280,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2008-12-01
"794 Monroe St",51600,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-01-01
"794 Monroe St",47280,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-02-01
"794 Monroe St",49080,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-03-01
"794 Monroe St",53520,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-04-01
"794 Monroe St",36000,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-05-01
"794 Monroe St",42960,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-06-01
"794 Monroe St",60480,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-07-01
"794 Monroe St",60240,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-08-01
"794 Monroe St",55440,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-09-01
"794 Monroe St",59760,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-10-01
"794 Monroe St",54120,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-11-01
"794 Monroe St",55080,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2009-12-01
"794 Monroe St",53160,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-01-01
"794 Monroe St",47760,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-02-01
"794 Monroe St",53280,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-03-01
"794 Monroe St",50400,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-04-01
"794 Monroe St",53880,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-05-01
"794 Monroe St",49800,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-06-01
"794 Monroe St",56160,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-07-01
"794 Monroe St",54600,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-08-01
"794 Monroe St",35040,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-09-01
"794 Monroe St",59040,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-10-01
"794 Monroe St",50400,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-11-01
"794 Monroe St",53880,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2010-12-01
"794 Monroe St",54000,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-01-01
"794 Monroe St",42720,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-02-01
"794 Monroe St",46440,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-03-01
"794 Monroe St",63120,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-04-01
"794 Monroe St",28320,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-05-01
"794 Monroe St",42840,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-06-01
"794 Monroe St",54240,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-07-01
"794 Monroe St",48720,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-08-01
"794 Monroe St",50520,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-09-01
"794 Monroe St",46560,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-10-01
"794 Monroe St",46320,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-11-01
"794 Monroe St",42120,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2011-12-01
"794 Monroe St",45000,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2012-01-01
"794 Monroe St",37560,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2012-02-01
"794 Monroe St",40800,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2012-03-01
"794 Monroe St",63120,"Brooklyn","Crown Heights South",11225,40.6701,-73.954972,"George E. Wibecan School",2012-04-01
"111 Bristol St",124000,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2008-07-01
"111 Bristol St",77200,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2008-08-01
"111 Bristol St",78400,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2008-09-01
"111 Bristol St",86800,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2008-10-01
"111 Bristol St",84400,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2008-11-01
"111 Bristol St",94800,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2008-12-01
"111 Bristol St",62400,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-01-01
"111 Bristol St",69200,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-02-01
"111 Bristol St",81600,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-03-01
"111 Bristol St",98000,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-04-01
"111 Bristol St",147200,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-05-01
"111 Bristol St",128800,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-06-01
"111 Bristol St",98800,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-07-01
"111 Bristol St",88000,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-08-01
"111 Bristol St",72400,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-09-01
"111 Bristol St",83600,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-10-01
"111 Bristol St",72800,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-11-01
"111 Bristol St",79200,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2009-12-01
"111 Bristol St",69600,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2010-01-01
"111 Bristol St",66800,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2010-02-01
"111 Bristol St",81600,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2010-03-01
"111 Bristol St",124400,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2010-04-01
"111 Bristol St",156400,"Manhattan","Chinatown",10038,40.711442,-74.000851,"Dr. Rose B. English",2010-05-01
